id,interval,timestamp,price,volume_24h,fetch_latency_ms
0,16:00,2026-02-02T20:53:05.459286Z,78046.2198658155,5511410186.0099,1002.88
0,16:00,2026-02-02T20:53:10.459389Z,78048.7054707278,5511509075.29476,424.92
0,16:00,2026-02-02T20:53:15.459486Z,78049.0216773963,5511934221.34116,514.64
0,16:00,2026-02-02T20:53:20.459596Z,78044.4717209718,5511791067.77122,456.73
0,16:00,2026-02-02T20:53:25.460236Z,78044.0201298542,5511897227.96061,469.92
0,16:00,2026-02-02T20:53:30.460335Z,78044.3891680545,5512580610.29582,459.14
0,16:00,2026-02-02T20:53:35.461034Z,78044.3891680545,5512580610.29582,460.51
0,16:00,2026-02-02T20:53:40.461176Z,78045.0876764527,5512591408.92925,433.02
0,16:00,2026-02-02T20:53:45.462133Z,78046.3411777077,5512652322.87732,471.76
0,16:00,2026-02-02T20:53:50.462249Z,78035.9192050785,5512893976.96388,483.21
0,16:00,2026-02-02T20:53:55.462349Z,78026.727147067,5513144669.36353,471.81
0,16:00,2026-02-02T20:54:00.462450Z,78040.933570197,5513337896.71218,454.57
0,16:00,2026-02-02T20:54:05.462574Z,78030.7251403761,5513655992.76783,513.3
0,16:00,2026-02-02T20:54:10.462676Z,78028.8760659446,5513684602.98804,462.73
0,16:00,2026-02-02T20:54:15.462762Z,78028.8760675247,5513684114.03912,515.07
0,16:00,2026-02-02T20:54:20.462879Z,78026.1778847153,5513929198.42094,470.96
0,16:00,2026-02-02T20:54:25.466854Z,78016.0324023394,5514236215.52913,495.76
0,16:00,2026-02-02T20:54:30.466955Z,78015.3129078706,5514253029.56401,471.87
0,16:00,2026-02-02T20:54:35.469608Z,77996.451771451,5515271986.60522,437.46
0,16:00,2026-02-02T20:54:40.469847Z,77989.5564866729,5515479582.83112,494.61
0,16:00,2026-02-02T20:54:45.471025Z,77989.204622598,5515496591.09098,1611.21
0,16:00,2026-02-02T20:54:50.471109Z,77990.7054724917,5515497091.07047,450.35
0,16:00,2026-02-02T20:54:55.471211Z,77982.5606702679,5516319978.46775,680.04
0,16:00,2026-02-02T20:55:00.471321Z,77980.0380371728,5516142351.03134,477.77
0,16:00,2026-02-02T20:55:05.471459Z,77994.7005497815,5516422573.71569,554.16
0,16:00,2026-02-02T20:55:10.471575Z,78014.1547523214,5517218538.63728,472.57
0,16:00,2026-02-02T20:55:15.471683Z,77984.5120517718,5517516257.48965,459.77
0,16:00,2026-02-02T20:55:20.471793Z,77984.5119039932,5517564825.97734,461.13
0,16:00,2026-02-02T20:55:25.471897Z,77980.8989577706,5517619928.74577,505.34
0,16:00,2026-02-02T20:55:30.472035Z,77980.7210925962,5518341217.57958,490.06
0,16:00,2026-02-02T20:55:35.472166Z,77980.1816050302,5518622326.90457,448.28
0,16:00,2026-02-02T20:55:40.472294Z,77964.9686363332,5518928720.7357,446.94
0,16:00,2026-02-02T20:55:45.472404Z,77960.226077458,5519297960.93837,463.16
0,16:00,2026-02-02T20:55:50.472518Z,77957.824077403,5519340403.96883,472.51
0,16:00,2026-02-02T20:55:55.472604Z,77957.8522199675,5519639181.79094,466.44
0,16:00,2026-02-02T20:56:00.472713Z,77957.845962107,5519636681.84895,477.05
0,16:00,2026-02-02T20:56:05.472821Z,77957.926866022,5519942437.2815,477.89
0,16:00,2026-02-02T20:56:10.472955Z,77957.8521864965,5519647700.01326,431.68
0,16:00,2026-02-02T20:56:15.477061Z,77945.2800818185,5520470168.1182,513.63
0,16:00,2026-02-02T20:56:20.477180Z,77949.8969550934,5520597438.35709,736.63
0,16:00,2026-02-02T20:56:25.477316Z,77962.619311082,5521010196.25923,648.56
0,16:00,2026-02-02T20:56:30.477422Z,77958.0115372788,5520996674.95737,487.92
0,16:00,2026-02-02T20:56:35.477524Z,77984.1946848596,5521887400.04774,472.85
0,16:00,2026-02-02T20:56:40.477613Z,77994.6567182746,5522098427.92977,503.56
0,16:00,2026-02-02T20:56:45.477718Z,77994.6567157046,5522099404.41092,470.14
0,16:00,2026-02-02T20:56:50.477805Z,77978.4996295261,5522434030.77405,454.88
0,16:00,2026-02-02T20:56:55.477912Z,77978.4996840052,5522388527.49636,460.13
0,16:00,2026-02-02T20:57:00.478030Z,77978.5231001127,5522587612.70066,462.19
