id,interval,timestamp,price,volume_24h,fetch_latency_ms
0,14:00,2026-02-02T18:49:10.204933Z,78635.02376267,5492047138.79215,429.47
0,14:00,2026-02-02T18:49:15.205280Z,78626.1040397626,5491903312.60148,1647.23
0,14:00,2026-02-02T18:49:20.205394Z,78598.8675732097,5492469047.04907,933.11
0,14:00,2026-02-02T18:49:25.205542Z,78597.4782374063,5492449168.2777,447.85
0,14:00,2026-02-02T18:49:30.205683Z,78596.3024144244,5492503935.36559,437.2
0,14:00,2026-02-02T18:49:35.205787Z,78574.2598699105,5492766553.61292,460.38
0,14:00,2026-02-02T18:49:40.205918Z,78596.295979025,5492506088.889,445.78
0,14:00,2026-02-02T18:49:45.206121Z,78601.2184877077,5494109791.90433,524.06
0,14:00,2026-02-02T18:49:50.206273Z,78602.0098659648,5494300614.79675,437.84
0,14:00,2026-02-02T18:49:55.206389Z,78599.1484754047,5494579436.52427,446.74
0,14:00,2026-02-02T18:50:00.206502Z,78601.0241754066,5494284146.04149,476.33
0,14:00,2026-02-02T18:50:05.206599Z,78599.1484754047,5494579436.52427,463.22
0,14:00,2026-02-02T18:50:10.206741Z,78569.3111888725,5494828723.51613,492.06
0,14:00,2026-02-02T18:50:15.206899Z,78565.4809292311,5495408779.22878,444.67
0,14:00,2026-02-02T18:50:20.207007Z,78574.9813926733,5495683921.73737,454.59
0,14:00,2026-02-02T18:50:25.207114Z,78571.7754452254,5495705717.24829,450.59
0,14:00,2026-02-02T18:50:30.207259Z,78573.8106338741,5495683977.63276,1234.91
0,14:00,2026-02-02T18:50:35.207376Z,78571.9118804672,5496099304.19736,446.95
0,14:00,2026-02-02T18:50:40.207525Z,78564.6021875205,5496307915.11152,440.09
0,14:00,2026-02-02T18:50:45.207670Z,78583.1171323928,5496514209.54506,441.51
0,14:00,2026-02-02T18:50:50.207800Z,78585.7260585657,5496681111.50796,433.86
0,14:00,2026-02-02T18:50:55.207936Z,78585.7260627024,5496679540.08796,429.02
0,14:00,2026-02-02T18:51:00.208061Z,78586.0276765432,5496981391.97656,1007.31
0,14:00,2026-02-02T18:51:05.208198Z,78573.740499281,5496786253.33878,448.76
0,14:00,2026-02-02T18:51:10.208325Z,78582.5026321851,5497064831.76188,462.21
0,14:00,2026-02-02T18:51:15.208463Z,78582.5026321274,5497064858.49312,426.63
0,14:00,2026-02-02T18:51:20.208603Z,78587.1150987126,5497121089.27642,466.0
0,14:00,2026-02-02T18:51:25.208692Z,78605.1432683854,5497858838.95561,455.26
0,14:00,2026-02-02T18:51:30.209119Z,78612.8921800309,5497951430.92091,444.93
0,14:00,2026-02-02T18:51:35.209461Z,78605.1432683854,5497858838.95561,446.44
0,14:00,2026-02-02T18:51:40.209577Z,78633.1871778414,5498712305.34661,448.92
0,14:00,2026-02-02T18:51:45.209718Z,78662.4746608346,5498393385.50664,469.38
0,14:00,2026-02-02T18:51:50.209864Z,78615.6819860946,5498790992.27395,452.9
0,14:00,2026-02-02T18:51:55.210011Z,78620.2889890305,5498758491.3224,448.49
0,14:00,2026-02-02T18:52:00.210315Z,78565.1646903053,5499155170.78924,427.62
